Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Source Port,Destination Port,Label
8045,11,11,436,2595,5478,534,BENIGN
9454,9,14,303,4740,50929,566,BENIGN
4425,13,2,155,1020,25593,457,BENIGN
2523,18,8,87,3709,33117,187,BENIGN
9785,8,10,861,2335,52464,71,BENIGN
90,2,0,0,0,23899,58853,PortScan
7654,10,11,932,820,55387,596,BENIGN
811,1,3,940,2144,8806,430,BENIGN
6006,18,18,816,2883,46982,290,BENIGN
4954,20,7,1224,1356,35608,638,BENIGN
12940,72,23,14617,37739,6583,445,Infiltration
7992,10,18,1010,3876,55312,527,BENIGN
40,2,0,0,0,42572,47400,PortScan
2186,1,13,718,4080,65115,776,BENIGN
7557,16,3,1384,2840,64756,541,BENIGN
1677,16,17,1496,764,52901,787,BENIGN
1139,20,12,240,910,18458,619,BENIGN
9489,4,6,971,670,63808,473,BENIGN
3729849,4457,8,81,0,49999,80,DDoS
3192,4,11,1421,3777,61116,658,BENIGN
5829,8,13,1085,825,22056,1017,BENIGN
1427846,1362,3,79,0,6256,80,DDoS
3801,9,5,381,2652,9836,681,BENIGN
3694697,1195,6,80,0,12600,80,DDoS
17,2,0,0,0,1444,28023,PortScan
2889,8,12,94,3394,62750,986,BENIGN
59847,13,13,633,909,10351,8080,Bot
3934773,1358,0,65,0,21250,80,DDoS
5617,8,13,691,160,7343,996,BENIGN
2639,13,15,1472,3821,53117,96,BENIGN
8886,14,14,1374,4363,24123,739,BENIGN
91,2,0,0,0,51843,34862,PortScan
3682,18,11,300,4474,53468,949,BENIGN
5392,10,5,712,1155,50304,998,BENIGN
2907129,4672,3,76,0,2139,80,DDoS
3538,5,16,864,1030,42174,318,BENIGN
4784,1,5,485,1065,65102,61,BENIGN
2772,10,9,1352,3895,19511,322,BENIGN
4497981,3524,6,85,0,10064,80,DDoS
8341,17,14,360,3237,24529,824,BENIGN
417893,1097,10,87,0,32504,80,DDoS
4195,11,2,654,4937,22160,438,BENIGN
18333,5,12,928,882,53797,8080,Bot
2098,1,19,927,2736,38154,908,BENIGN
7770,17,18,614,3845,44576,81,BENIGN
94,2,0,0,0,60159,26683,PortScan
1598,16,12,1336,2244,32992,997,BENIGN
1137,10,2,813,1454,7486,707,BENIGN
1749,3,9,1186,1893,63105,182,BENIGN
31651,10,15,789,544,12402,8080,Bot
18433,51,59,2645,14970,62256,445,Infiltration
40729,8,41,388,994,4502,8080,Bot
7693,1,15,1013,1674,29025,923,BENIGN
8743,10,6,345,2741,38103,756,BENIGN
5679,5,17,69,2028,29971,703,BENIGN
4014,13,7,1167,4200,6549,40,BENIGN
8760,18,8,1330,1556,32043,374,BENIGN
5122,1,1,251,2031,6476,81,BENIGN
6322,11,15,1071,1640,49460,702,BENIGN
42288,70,36,40839,19470,6522,445,Infiltration
5938,11,4,572,1266,56699,917,BENIGN
64,2,0,0,0,30991,51794,PortScan
3039,19,16,1127,4003,9174,806,BENIGN
622,7,6,1459,1574,50778,771,BENIGN
32593,76,85,20953,47155,29387,445,Infiltration
534,1,19,845,2596,57386,1002,BENIGN
2326391,2719,7,71,0,62529,80,DDoS
5061,15,10,106,2449,34915,334,BENIGN
6545,35,6,689,106,1024,8080,Bot
1383,14,7,527,786,62867,642,BENIGN
1331,13,10,1277,1436,38277,600,BENIGN
9081,6,12,399,725,20594,606,BENIGN
8730,4,6,1124,884,7228,118,BENIGN
1232801,2968,2,94,0,30946,80,DDoS
578,3,18,313,281,3259,315,BENIGN
7044,11,10,174,1485,26017,749,BENIGN
6830,10,15,656,2350,26286,249,BENIGN
6460,19,18,169,3796,17419,593,BENIGN
5751,16,1,1473,298,20551,126,BENIGN
9005,9,17,937,972,26750,511,BENIGN
2123,13,5,699,784,18537,323,BENIGN
4572,3,7,433,2508,17001,566,BENIGN
1580545,3112,0,94,0,42180,80,DDoS
13325,44,42,653,696,40658,8080,Bot
4475,12,4,1412,1128,60346,147,BENIGN
30747,16,48,779,838,63430,8080,Bot
9121,9,12,561,3432,17235,662,BENIGN
1639,6,15,736,4381,3308,685,BENIGN
7461,11,9,804,687,58611,719,BENIGN
28505,34,31,10455,19683,1843,445,Infiltration
396,17,10,1456,3821,3873,520,BENIGN
4308802,4374,1,79,0,40129,80,DDoS
3488,9,1,1075,2275,7643,202,BENIGN
416,9,4,809,3667,3312,893,BENIGN
5076,9,2,582,2259,21136,879,BENIGN
3042,16,1,1010,2601,7648,324,BENIGN
2028,10,9,262,1939,38189,342,BENIGN
6768,7,16,688,2641,46381,439,BENIGN
73,2,0,0,0,26375,14706,PortScan
3017861,1381,4,89,0,3143,80,DDoS
5420,83,19,26896,17658,32814,445,Infiltration
896087,4596,9,95,0,58564,80,DDoS
2931,11,10,1365,3487,35617,529,BENIGN
5021,20,10,1269,2365,49684,218,BENIGN
856441,1546,6,88,0,50361,80,DDoS
2168,6,9,1282,849,33028,917,BENIGN
2545335,3287,6,89,0,63029,80,DDoS
5351,5,17,923,1890,16618,404,BENIGN
3272,3,2,1397,3643,40213,990,BENIGN
61,2,0,0,0,59507,57656,PortScan
7469,18,9,481,2646,30401,984,BENIGN
1479752,1409,8,76,0,55812,80,DDoS
8286,7,20,175,1201,15814,982,BENIGN
468706,1090,3,93,0,5901,80,DDoS
3017950,1964,0,72,0,16503,80,DDoS
8740,6,13,1094,4297,38895,678,BENIGN
4853,14,13,332,4737,59094,169,BENIGN
6627,18,11,992,605,46188,522,BENIGN
3484846,3067,5,93,0,20371,80,DDoS
6996,2,4,937,404,61941,838,BENIGN
3417,3,7,778,3665,54330,1004,BENIGN
8399,9,13,788,3850,63465,534,BENIGN
8858,11,2,1115,3517,2872,769,BENIGN
9764,7,5,1321,942,63881,490,BENIGN
7193,18,9,1172,3946,29617,912,BENIGN
920,9,10,939,3691,37245,142,BENIGN
8750,4,15,559,1495,62943,361,BENIGN
9657,12,12,599,581,18799,741,BENIGN
22640,64,97,47805,18802,19233,445,Infiltration
1459,20,5,466,1676,5525,1007,BENIGN
6149,20,1,315,2346,47115,664,BENIGN
2941,16,9,1243,3472,13581,760,BENIGN
8789,12,1,457,3601,42418,359,BENIGN
749222,4560,2,90,0,32126,80,DDoS
9257,14,6,201,989,31666,892,BENIGN
68,2,0,0,0,33794,37453,PortScan
1896,1,1,1188,1238,51548,959,BENIGN
7612,16,18,934,228,42807,754,BENIGN
5197,17,7,1428,458,43175,86,BENIGN
590311,2558,2,94,0,30008,80,DDoS
2477754,2281,7,87,0,33753,80,DDoS
599,7,3,700,1748,2313,921,BENIGN
4323,16,15,386,2639,34398,948,BENIGN
5671,15,17,1072,2378,61610,58,BENIGN
5562,14,19,946,2408,44818,399,BENIGN
2234377,2584,9,82,0,49717,80,DDoS
7551,6,9,255,670,34729,923,BENIGN
4444,18,20,684,834,13823,90,BENIGN
1505354,4612,4,95,0,3029,80,DDoS
4252,3,16,1377,1558,17635,828,BENIGN
7352,9,7,761,3635,24494,134,BENIGN
46,2,0,0,0,35259,30371,PortScan
1523,18,10,537,1327,15690,35,BENIGN
732,11,1,1160,115,25989,573,BENIGN
5827,11,2,759,4639,15127,424,BENIGN
6888,12,12,1414,640,3676,820,BENIGN
2748,7,7,332,968,46025,257,BENIGN
2681,16,16,1302,1073,18897,821,BENIGN
9934,6,4,829,2260,8700,306,BENIGN
6603,4,1,865,4395,56915,436,BENIGN
4019561,4504,0,72,0,39258,80,DDoS
3921,8,20,1460,3585,10871,849,BENIGN
9481,1,12,1318,236,53866,911,BENIGN
74221,92,55,24325,42751,45621,445,Infiltration
7291,9,5,824,3131,5359,838,BENIGN
37386,46,34,614,602,32982,8080,Bot
6773,19,13,740,4807,53032,600,BENIGN
36549,45,50,562,183,44752,8080,Bot
8730,12,16,76,680,61117,441,BENIGN
20,2,0,0,0,39871,38781,PortScan
4986589,3898,4,69,0,50506,80,DDoS
7079,5,15,678,2136,10382,109,BENIGN
3256071,2119,2,97,0,13474,80,DDoS
9863,4,7,597,1869,46318,891,BENIGN
2150,4,7,872,3308,16754,715,BENIGN
784,16,7,1342,2793,14979,201,BENIGN
3820,6,7,1403,3046,14853,482,BENIGN
8067,7,1,1357,2962,53314,575,BENIGN
1435,8,11,935,3352,45382,58,BENIGN
6539,15,8,1345,4277,39995,689,BENIGN
6850,15,2,856,3271,54292,275,BENIGN
6838,20,10,462,3391,20529,715,BENIGN
1819,17,3,849,2008,24594,661,BENIGN
2980272,1615,3,95,0,62546,80,DDoS
3018,5,18,1180,3518,58877,621,BENIGN
2199,1,9,345,3448,9724,260,BENIGN
1081811,4323,10,95,0,30637,80,DDoS
1116,2,6,1319,4660,20468,344,BENIGN
12,2,0,0,0,35065,4348,PortScan
37407,72,30,29048,39877,34010,445,Infiltration
9238,6,9,1349,3260,13749,321,BENIGN
9960,20,10,141,2300,42310,797,BENIGN
6974,3,3,701,168,44257,132,BENIGN
11998,18,20,842,392,46116,8080,Bot
4683,17,6,794,3998,11299,845,BENIGN
16281,30,31,788,240,58836,8080,Bot
1714651,3404,9,90,0,17545,80,DDoS
151,9,12,1264,1038,37195,315,BENIGN
7279,6,5,468,4406,28185,397,BENIGN
6715,12,15,609,3183,7806,426,BENIGN
990,5,9,1087,3267,29196,928,BENIGN
2050,14,19,1089,4246,19316,742,BENIGN
4664,5,6,1348,4527,45782,649,BENIGN
8738,19,19,360,2545,10241,1016,BENIGN
1367,12,1,993,3002,42795,239,BENIGN
1216930,2099,4,78,0,21851,80,DDoS
27820,6,11,185,761,25855,8080,Bot
6706,18,6,1176,2903,27060,639,BENIGN
1244,6,11,383,1453,63886,732,BENIGN
5249,3,5,272,4408,31321,805,BENIGN
1632,3,4,360,3299,34135,121,BENIGN
3483444,4387,4,64,0,12172,80,DDoS
5480,6,29,386,844,52998,8080,Bot
1878,12,8,1015,534,57658,517,BENIGN
5234,1,1,251,3030,48114,142,BENIGN
3380,1,13,628,4230,17204,707,BENIGN
3487,2,2,1171,406,5194,522,BENIGN
6866,9,15,541,193,20817,232,BENIGN
2823,11,19,1493,2662,50663,910,BENIGN
9068,11,9,172,2354,47163,787,BENIGN
1314,5,20,422,3778,56388,526,BENIGN
37,2,0,0,0,63539,54393,PortScan
2327,8,19,386,2795,33527,918,BENIGN
6639,2,3,1207,151,15179,326,BENIGN
78,2,0,0,0,41482,21242,PortScan
3377,4,20,1446,1652,17909,858,BENIGN
15843,27,15,991,279,10554,8080,Bot
2924,16,20,383,787,4612,941,BENIGN
3265139,3872,0,80,0,19072,80,DDoS
88,2,0,0,0,3469,31122,PortScan
4415,14,12,979,955,32146,706,BENIGN
2706,5,9,814,4429,28452,111,BENIGN
9339,5,16,241,4844,1454,320,BENIGN
7933,17,16,559,1162,47135,53,BENIGN
6116,7,3,451,4526,1725,699,BENIGN
4894,15,7,289,1502,18026,446,BENIGN
3932,17,12,943,2185,23739,245,BENIGN
9054,16,9,241,4266,19216,720,BENIGN
8114,10,8,824,1496,32198,506,BENIGN
8140,13,19,235,2372,28211,390,BENIGN
8293,17,14,589,3644,29750,682,BENIGN
35029,64,65,46872,25521,55495,445,Infiltration
7073,13,15,149,3499,64531,951,BENIGN
7785,11,4,706,1273,30538,655,BENIGN
9581,1,11,325,2200,37655,1004,BENIGN
9734,15,19,1299,4337,43058,825,BENIGN
6146,17,15,1009,2468,34879,817,BENIGN
8490,4,16,598,347,2923,724,BENIGN
2023,20,12,566,3738,41066,192,BENIGN
3562,2,15,1460,1882,58342,575,BENIGN
49300,50,25,811,956,10693,8080,Bot
9728,6,14,1048,1944,52119,74,BENIGN
58,2,0,0,0,35631,64898,PortScan
3197750,1050,4,68,0,27813,80,DDoS
16,2,0,0,0,33578,50908,PortScan
1377451,3727,1,84,0,18648,80,DDoS
767,6,6,807,482,18071,522,BENIGN
5890,16,15,214,4868,43519,121,BENIGN
398,3,19,610,3048,61335,558,BENIGN
1733,9,3,475,914,47322,471,BENIGN
6941,17,9,865,1095,38610,836,BENIGN
6918,1,1,718,1775,40467,758,BENIGN
5339,7,17,688,2849,49746,791,BENIGN
18,2,0,0,0,61952,6551,PortScan
1211,16,11,1253,3248,48311,775,BENIGN
4208,6,7,1466,420,56519,729,BENIGN
880,4,16,1280,2064,7385,225,BENIGN
2312,14,12,413,410,28812,204,BENIGN
80,2,0,0,0,16112,29225,PortScan
22673,28,42,808,255,54031,8080,Bot
2760,2,9,780,3486,12804,430,BENIGN
995836,4281,10,98,0,26386,80,DDoS
7844,3,4,1311,1798,14466,1008,BENIGN
6386,5,18,173,2435,59494,817,BENIGN
46,2,0,0,0,8692,18746,PortScan
55,2,0,0,0,3859,30376,PortScan
786,14,12,859,2558,35566,884,BENIGN
1484211,3572,1,79,0,27719,80,DDoS
8725,9,17,443,1693,54976,738,BENIGN
9768,18,17,1362,3443,60556,893,BENIGN
2039,19,7,1263,1584,7584,100,BENIGN
5781,1,1,233,1342,48880,947,BENIGN
521121,3335,10,68,0,9982,80,DDoS
2015713,3508,2,73,0,55428,80,DDoS
7287,2,17,1442,2704,45133,916,BENIGN
32,2,0,0,0,64737,56834,PortScan
1661,15,10,318,2842,51666,655,BENIGN
2726381,2738,4,93,0,39808,80,DDoS
5850,14,19,86,868,4592,661,BENIGN
6643,9,4,548,3280,47178,370,BENIGN
173496,3577,1,81,0,18270,80,DDoS
5391,3,10,1210,3259,64403,349,BENIGN
92701,77,31,23770,14831,42347,445,Infiltration
18,2,0,0,0,4148,16421,PortScan
4394,2,3,915,972,53074,1019,BENIGN
7023,14,6,804,728,6121,94,BENIGN
6543,8,3,630,3835,54949,547,BENIGN
9700,15,11,703,223,38913,16,BENIGN
467,19,12,1318,1878,26642,60,BENIGN
9946,8,12,895,1842,42451,88,BENIGN
8285,1,1,127,4400,43939,172,BENIGN
7146,15,11,604,3930,58894,379,BENIGN
8415,7,16,1475,2023,23528,453,BENIGN
85,2,0,0,0,35995,41024,PortScan
878,11,15,1104,3951,5596,574,BENIGN
8877,9,19,374,3548,57966,440,BENIGN
1168,15,2,841,101,23873,476,BENIGN
594,12,3,885,914,45398,295,BENIGN
8559,10,20,435,1768,28053,106,BENIGN
373,1,3,533,3966,22769,393,BENIGN
91876,61,41,6933,2565,15806,445,Infiltration
8521,16,10,1473,2141,6730,335,BENIGN
1500,6,2,1224,1597,51732,1021,BENIGN
297610,2349,1,69,0,33920,80,DDoS
7469,1,20,1353,4697,28066,770,BENIGN
7833,9,1,1107,730,36160,60,BENIGN
6161,14,20,347,2406,64722,60,BENIGN
9383,8,17,913,4835,28453,80,BENIGN
9755,1,8,987,554,38531,752,BENIGN
9106,17,15,1149,1290,3248,715,BENIGN
7075,4,13,447,846,18338,244,BENIGN
52720,73,56,38357,40926,26219,445,Infiltration
9687,6,10,419,794,44350,857,BENIGN
79,2,0,0,0,53546,59634,PortScan
2191,11,8,403,721,28301,981,BENIGN
3956277,1437,1,83,0,16392,80,DDoS
80,2,0,0,0,43963,50659,PortScan
1725612,3541,4,78,0,34984,80,DDoS
3308623,3422,9,82,0,10300,80,DDoS
9176,6,19,1410,3470,28637,532,BENIGN
442424,1762,7,82,0,44495,80,DDoS
3772,17,13,1005,746,49775,227,BENIGN
9140,6,7,1083,1369,60422,866,BENIGN
7630,11,20,499,2901,61692,193,BENIGN
6777,6,14,912,4056,51189,992,BENIGN
7961,5,3,438,895,3811,417,BENIGN
1312,20,19,132,4833,11844,533,BENIGN
2965,15,20,1432,1406,35490,752,BENIGN
17777,27,45,18190,31536,2898,445,Infiltration
6181,3,14,932,402,59058,143,BENIGN
15,2,0,0,0,40368,29476,PortScan
2369,9,18,1349,3896,26012,918,BENIGN
9966,6,11,330,1064,8574,312,BENIGN
195,15,6,926,2889,7412,200,BENIGN
25102,32,11,163,328,20232,8080,Bot
5907,11,3,1062,3070,37361,49,BENIGN
5198,13,16,1310,1610,34554,214,BENIGN
121,9,20,960,3689,30696,646,BENIGN
2153,7,14,865,1856,47746,485,BENIGN
4058,4,13,492,774,7658,695,BENIGN
1481,16,1,1434,2716,8723,262,BENIGN
6764,5,20,1071,2549,58573,675,BENIGN
43981,30,43,250,652,6128,8080,Bot
1079,6,3,1453,1792,40642,65,BENIGN
1560,7,6,166,504,62800,738,BENIGN
1598679,3916,3,64,0,37717,80,DDoS
4773849,2257,2,98,0,53491,80,DDoS
1609,14,6,244,1574,18528,293,BENIGN
25,2,0,0,0,14216,18538,PortScan
1716,15,17,1056,2167,34787,448,BENIGN
8412,19,11,283,3843,5040,66,BENIGN
3048,17,14,917,3964,62360,449,BENIGN
4648,13,12,1243,3135,51465,76,BENIGN
4573,18,15,162,4383,24465,120,BENIGN
3375979,3287,8,76,0,59899,80,DDoS
345,13,5,1274,364,45759,981,BENIGN
2482,12,19,506,2366,2923,137,BENIGN
81481,76,96,13267,7750,46947,445,Infiltration
1555,19,17,1038,2544,18125,554,BENIGN
1103,2,5,1060,3340,28871,824,BENIGN
368,7,6,911,2090,19917,463,BENIGN
56843,12,8,556,262,13401,8080,Bot
5909,5,7,793,3815,35051,979,BENIGN
614813,4753,8,94,0,33754,80,DDoS
1161,10,7,1314,117,53161,72,BENIGN
8157,2,18,1045,2699,56439,642,BENIGN
3589,13,13,1476,805,59381,755,BENIGN
1351,9,1,1469,2318,39794,163,BENIGN
2232,13,9,1327,2922,38459,1020,BENIGN
808,2,15,341,4262,37222,499,BENIGN
60793,56,25,14907,22763,63268,445,Infiltration
252556,1655,4,92,0,27626,80,DDoS
4484713,2970,2,70,0,56186,80,DDoS
7442,15,8,847,3328,50319,917,BENIGN
4661,8,2,613,4932,53968,902,BENIGN
29,2,0,0,0,2885,61262,PortScan
9417,14,1,1014,4413,43780,600,BENIGN
90,2,0,0,0,39808,4937,PortScan
3889,13,1,1066,2373,6019,365,BENIGN
5142,15,13,872,1621,59114,267,BENIGN
8573,5,16,442,4084,33046,585,BENIGN
9816,14,12,256,4162,59809,745,BENIGN
27827,18,34,526,123,16159,8080,Bot
344,9,12,1394,4227,11906,70,BENIGN
7883,17,8,1113,4825,34468,917,BENIGN
3828197,3226,0,85,0,16639,80,DDoS
9420,3,7,1152,1666,57502,586,BENIGN
2312,11,4,448,3821,29388,763,BENIGN
4621,5,11,842,327,25815,803,BENIGN
3775334,4535,1,88,0,59142,80,DDoS
9863,7,11,1227,4903,18650,603,BENIGN
3128,1,3,534,3098,37528,571,BENIGN
27449,39,37,273,424,29860,8080,Bot
921,16,8,236,1594,56622,760,BENIGN
39233,9,16,888,438,49308,8080,Bot
3919180,4213,4,77,0,6525,80,DDoS
9013,1,7,1083,235,13453,521,BENIGN
8982,9,7,85,966,42938,715,BENIGN
62,2,0,0,0,62513,49776,PortScan
1439,14,4,483,4898,34527,696,BENIGN
571,13,12,912,1344,6669,693,BENIGN
2992,20,18,334,1950,41443,994,BENIGN
8687,10,18,1046,2290,56287,265,BENIGN
3671,16,16,1096,1726,23214,596,BENIGN
6133,1,14,355,3947,45450,767,BENIGN
653,14,6,1290,3379,11789,829,BENIGN
1394,14,8,369,3757,38253,630,BENIGN
54,2,0,0,0,8243,13729,PortScan
3760720,3060,10,69,0,9456,80,DDoS
3728,7,1,1392,4953,56972,267,BENIGN
51186,38,67,30055,38380,41495,445,Infiltration
2208,4,15,1437,1745,11431,66,BENIGN
22256,16,21,26688,37064,24387,445,Infiltration
9176,1,2,1378,2942,20982,301,BENIGN
7893,16,5,1105,4731,29524,327,BENIGN
37492,72,26,48966,5995,34615,445,Infiltration
4652,15,3,943,146,13390,904,BENIGN
1443871,2702,4,72,0,10448,80,DDoS
7673,18,13,147,804,49116,566,BENIGN
1212,5,9,1473,2848,59938,666,BENIGN
1460,12,6,952,1287,39252,753,BENIGN
860,9,18,1336,4921,58001,539,BENIGN
73,2,0,0,0,17972,7687,PortScan
2222,7,16,184,428,8378,207,BENIGN
9221,16,3,1454,998,38201,315,BENIGN
9930,7,11,528,242,18357,301,BENIGN
3474,17,4,1425,1409,11582,754,BENIGN
6679,4,16,476,2905,61856,736,BENIGN
14,2,0,0,0,31134,52213,PortScan
6130,10,20,839,770,27879,726,BENIGN
28857,52,69,49821,31961,14981,445,Infiltration
7337,10,5,339,3193,15545,8,BENIGN
1711,12,7,1408,4404,48599,978,BENIGN
465,20,5,409,4211,5799,233,BENIGN
7232,16,4,315,562,58528,690,BENIGN
2255,12,4,1062,1210,46007,999,BENIGN
9142,3,17,179,1864,18613,84,BENIGN
3263,5,9,908,4442,21904,226,BENIGN
8131,19,13,1292,2977,60237,273,BENIGN
9252,2,18,1105,4577,52541,391,BENIGN
9583,1,18,677,1996,15013,704,BENIGN
6872,1,6,1055,1481,19794,241,BENIGN
12792,9,13,863,512,4319,8080,Bot
2589,16,13,1166,1581,16018,863,BENIGN
6824,14,20,291,4928,32192,502,BENIGN
8574,17,19,1498,1328,23679,753,BENIGN
8090,12,14,268,107,13344,554,BENIGN
5842,18,9,564,2920,6959,838,BENIGN
4841,3,13,1000,1451,25162,504,BENIGN
9058,16,15,263,1418,5057,612,BENIGN
6549,1,13,799,3076,61407,15,BENIGN
1426,14,20,1002,2436,53221,241,BENIGN
94,2,0,0,0,20446,33806,PortScan
135110,3818,9,70,0,28065,80,DDoS
8554,5,11,1299,3063,18931,311,BENIGN
8477,6,6,300,2054,22117,92,BENIGN
17248,58,31,44333,9077,34767,445,Infiltration
31576,19,59,40206,35880,34923,445,Infiltration
414,7,14,564,3990,64876,173,BENIGN
1766,6,12,810,2472,26123,408,BENIGN
4070,8,16,861,1594,4681,381,BENIGN
4946,5,1,464,4920,64987,580,BENIGN
1583,11,6,904,1608,14079,880,BENIGN
4624,3,15,394,2116,45953,772,BENIGN
6822,16,7,1239,3826,40481,458,BENIGN
4077386,4496,8,95,0,29313,80,DDoS
22232,22,49,325,801,29769,8080,Bot
9010,15,3,404,2247,62955,749,BENIGN
1755,3,13,661,3095,18264,412,BENIGN
4014,1,16,1461,351,22047,996,BENIGN
5777,8,14,980,1272,40905,131,BENIGN
6281,16,17,129,1116,55272,597,BENIGN
343,1,5,1299,3495,36328,651,BENIGN
7039,11,13,912,1806,61342,863,BENIGN
86808,46,100,38809,29970,48362,445,Infiltration
2679,11,13,1369,768,18776,743,BENIGN
6211,18,4,516,4567,32884,628,BENIGN
9652,8,20,977,443,21249,1023,BENIGN
2670,2,17,893,4859,57026,275,BENIGN
3779,1,7,503,3091,4701,342,BENIGN
662710,1635,7,80,0,40445,80,DDoS
802,9,10,532,2042,42702,268,BENIGN
4852357,3435,3,70,0,44189,80,DDoS
4672,17,4,830,1648,27015,890,BENIGN
8975,8,2,481,3628,49717,115,BENIGN
4728408,4533,10,94,0,62702,80,DDoS
1696,10,2,85,168,4546,854,BENIGN
11770,30,39,706,325,35956,8080,Bot
27695,16,36,112,161,31106,8080,Bot
1194,18,5,959,3616,52411,228,BENIGN
6045,19,20,1080,2289,28433,677,BENIGN
2679,14,20,413,75,5787,104,BENIGN
8515,11,7,287,1678,35124,181,BENIGN
1310,1,15,1123,3160,26104,409,BENIGN
8169,1,11,992,946,15380,461,BENIGN
4013215,4604,0,96,0,23524,80,DDoS
40,2,0,0,0,25665,292,PortScan
3562,19,10,1318,1586,12456,171,BENIGN
2738,8,4,187,1065,29152,801,BENIGN
5396,11,1,648,3172,64947,581,BENIGN
5470,6,12,252,1915,23454,291,BENIGN
5528,13,17,293,251,31338,773,BENIGN
41737,29,19,866,166,49680,8080,Bot
9960,3,20,380,3928,17739,569,BENIGN
7726,9,12,1451,2257,38327,393,BENIGN
95,2,0,0,0,12216,8196,PortScan
8517,11,12,166,4559,64022,143,BENIGN
8821,12,15,768,2530,27235,844,BENIGN
6698,20,13,1065,1900,57923,838,BENIGN
5906,17,1,84,909,16618,827,BENIGN
6980,20,20,448,3758,29230,40,BENIGN
2881024,1335,5,100,0,17038,80,DDoS
79,2,0,0,0,43712,45376,PortScan
2699,13,2,929,2904,5714,77,BENIGN
1703536,1151,9,71,0,49849,80,DDoS
2936,9,7,1312,3330,31932,924,BENIGN
3251,17,9,1136,4942,47102,482,BENIGN
4300942,3896,5,65,0,53651,80,DDoS
9049,19,8,1008,2304,48387,981,BENIGN
47650,8,24,708,161,58017,8080,Bot
2624,16,9,1237,2967,53216,191,BENIGN
262201,3666,8,81,0,38505,80,DDoS
9775,9,18,380,2645,56040,700,BENIGN
40,2,0,0,0,51769,30709,PortScan
9423,10,19,618,4022,37613,560,BENIGN
8491,6,3,580,1659,33739,507,BENIGN
7152,4,20,672,456,6561,803,BENIGN
3504,1,19,387,398,15734,918,BENIGN
4869,17,4,563,1159,56134,216,BENIGN
9121,18,17,569,557,31243,17,BENIGN
5342,18,15,1253,4677,51984,50,BENIGN
93,2,0,0,0,32794,15028,PortScan
1166610,4026,3,98,0,23806,80,DDoS
620,10,3,511,3632,1591,74,BENIGN
7900,5,19,555,1488,35803,961,BENIGN
7431,6,1,281,3538,56887,465,BENIGN
30,2,0,0,0,50392,25278,PortScan
4522887,1439,9,77,0,22021,80,DDoS
9135,15,3,1497,3202,34124,791,BENIGN
99,2,0,0,0,48783,48854,PortScan
7645,17,6,1443,4412,5914,542,BENIGN
4604,6,14,700,1771,42794,783,BENIGN
1529,12,5,1072,3625,32114,929,BENIGN
9576,1,19,1236,4154,7694,904,BENIGN
8212,1,19,1178,3320,5013,488,BENIGN
4076902,3799,1,86,0,22437,80,DDoS
7531,4,11,1392,2585,57725,170,BENIGN
262,5,11,1324,4700,30389,993,BENIGN
43,2,0,0,0,20370,48232,PortScan
2205,10,12,339,3051,4692,796,BENIGN
61,2,0,0,0,2851,1891,PortScan
9323,16,17,1438,672,9371,269,BENIGN
3391,1,6,1402,3529,54108,60,BENIGN
7401,4,11,1456,4730,19032,461,BENIGN
4555,2,10,967,3482,49049,55,BENIGN
36,2,0,0,0,36503,61514,PortScan
868,3,7,1448,2704,32459,38,BENIGN
405,20,20,1441,387,11671,77,BENIGN
9436,12,14,611,3385,63652,165,BENIGN
36462,14,42,14386,17439,44618,445,Infiltration
40365,13,40,268,416,40915,8080,Bot
11,2,0,0,0,23657,3046,PortScan
3654462,2309,7,73,0,42561,80,DDoS
3409,9,15,753,562,4484,421,BENIGN
7769,19,16,1386,1988,26330,1015,BENIGN
2668,4,15,1280,363,1109,172,BENIGN
9336,2,5,1281,2313,46080,133,BENIGN
9061,19,4,868,4040,9329,216,BENIGN
1577,1,15,778,1881,26652,713,BENIGN
6586,2,6,1007,3233,45762,640,BENIGN
7826,14,20,269,675,35690,840,BENIGN
4862,7,19,1076,369,40494,346,BENIGN
5467,14,7,172,2854,54846,268,BENIGN
2261,9,12,567,3182,13260,438,BENIGN
914,14,14,135,3335,18280,682,BENIGN
953,2,14,81,198,47002,601,BENIGN
7410,14,8,521,273,17448,22,BENIGN
8223,17,16,528,1781,49888,16,BENIGN
33702,26,7,176,184,39964,8080,Bot
56477,60,64,36972,39885,53764,445,Infiltration
56443,5,40,857,519,10282,8080,Bot
5679,7,12,633,4486,15167,123,BENIGN
3241,20,8,991,1853,20804,774,BENIGN
1784,6,13,951,1352,5208,521,BENIGN
9661,9,8,1439,4436,57756,189,BENIGN
6211,2,9,113,968,46693,401,BENIGN
6612,10,14,443,104,38704,88,BENIGN
8133,3,1,420,1939,51494,673,BENIGN
2911,13,15,1352,4315,12529,628,BENIGN
3036,17,1,658,1796,2466,664,BENIGN
9333,14,20,386,4675,51560,940,BENIGN
3010,16,2,714,3399,20487,894,BENIGN
50,2,0,0,0,44468,50666,PortScan
3676,15,12,1495,4716,27150,868,BENIGN
9974,4,1,382,2094,50561,811,BENIGN
6408,16,11,625,1252,57355,741,BENIGN
13949,32,47,133,757,29454,8080,Bot
58319,50,58,12601,33243,64447,445,Infiltration
6287,20,18,258,2831,28111,605,BENIGN
470,11,9,765,1357,42059,635,BENIGN
